time,airspeed,vertspd,psi,aoa,theta,diffalt,density,payload,power,airspeed_x,airspeed_y
23.7,2.5,2.9979969107721303,-2.652900463031381,0.021581509711628945,-1.9885221605360983,7.619651138782444,1.1957552599363683,0.0,558.2967445926151,1.9682506428801716,-1.541424473271977
23.8,2.5,2.97609845645844,-2.6179938779914944,0.021466988846619083,-1.9888228006625581,7.918020546436253,1.1957552599363683,0.0,557.5360364114749,2.021288965249047,-1.4711869082351283
23.9,2.5,2.9737462493199947,-2.6354471705114375,0.02162622366305473,-1.9892415130481509,8.21504241228098,1.1957552599363683,0.0,523.6968526653473,1.9959358673616068,-1.5054036048115038
24.11,2.5,3.04384864817894,-2.6354471705114375,0.02840051964808266,-1.9911007474355513,9.320918381214142,1.1957552599363683,0.0,535.4505819816404,1.9987313141709095,-1.5016900924467167
24.3,2.5999999046325684,3.0377612368354585,-2.670353755551324,0.024464261468161528,-1.9928449168553275,9.624915421009007,1.1957552599363683,0.0,530.0946863119389,2.025755421663483,-1.629820381419489
24.4,2.5999999046325684,3.025323633948772,-2.670353755551324,0.019165951969949725,-1.9931782316485636,9.927830040454808,1.1957552599363683,0.0,522.4157478491543,2.026298552367421,-1.629145076646969
24.6,2.400000095367432,3.036063343639435,-2.670353755551324,0.017384726012487684,-1.9914786509810132,10.61254817247385,1.1957552599363683,0.0,523.8085907835992,1.8678710015052724,-1.5070031119740177
24.71,2.400000095367432,3.062015510266377,-2.722713633111154,0.019055005969675926,-1.9895536318605889,10.98803740739811,1.1957552599363683,0.0,535.7013996101706,1.7833521743796021,-1.6061305924174498
24.9,2.5,3.0460002700625086,-2.7576202181510405,0.024702895688576452,-1.9843239492009532,11.598007500171661,1.1957552599363683,0.0,529.0850966443832,1.7890303115208899,-1.7462446977613038
25.01,2.5,3.0495776817384685,-2.722713633111154,0.022181033047816958,-1.983386663238437,12.269596397876683,1.1957552599363683,0.0,514.786859382075,1.8473055188060894,-1.6844768684041243
25.2,2.5999999046325684,3.044581386574808,-2.6878070480712677,0.01706790080154562,-1.9849938606876505,12.619362175464573,1.1957552599363683,0.0,541.7664614832174,1.9838697583374643,-1.6805535653597643
25.3,2.5999999046325684,3.0279571017640565,-2.652900463031381,0.01521362990325251,-1.9868587272006897,12.922725975513401,1.1957552599363683,0.0,541.432646044821,2.0443111437054715,-1.6064841897170952
25.5,2.5999999046325684,3.0343074120279465,-2.6354471705114375,0.010737430498349188,-1.9902869659870683,13.572659790515843,1.1957552599363683,0.0,507.48869723429385,2.077408872946042,-1.563448713164081
25.61,2.5999999046325684,3.036939664016872,-2.652900463031381,0.008150250709058643,-1.991811283014623,14.219722092151642,1.1957552599363683,0.0,557.4005807114008,2.0522422426091023,-1.5963399643372111
25.74,2.5999999046325684,3.0435070097911536,-2.600540585471551,0.009844446228655086,-1.9912550504415651,14.523537933826447,1.1957552599363683,0.0,538.2619833303253,2.132148387889031,-1.4879323761890433
25.9,2.5,3.0953427091502483,-2.5656340004316642,0.0046869334677781425,-1.9877376883096398,15.167478859424477,1.1957552599363683,0.0,545.2120474894764,2.094034173735868,-1.3656576727812646
