time,airspeed,vertspd,psi,aoa,theta,diffalt,density,payload,power,airspeed_x,airspeed_y
23.4,2.900000095367432,3.2705404069871657,-2.443460952792061,0.027679930842662216,-2.815930673691592,7.223630059510526,1.2049622251394563,0.25,563.4285065461771,2.701151189283813,1.055359088538947
23.5,2.799999952316284,3.1819108257118662,-2.4085543677521746,0.028479609300236342,-2.8149461564787597,7.469692815095243,1.2049622251394563,0.25,540.6125210382634,2.57194868180829,1.1068331902846942
23.6,2.5999999046325684,3.154004152495681,-2.3736477827122884,0.028299359143239094,-2.8141687256662666,7.7873321659862995,1.2049622251394563,0.25,591.5278916218814,2.3517770045183584,1.1086678605912685
23.8,2.5,3.067307626624618,-2.356194490192345,0.02847284696744848,-2.8160189891029055,8.356806386262292,1.2049622251394563,0.25,533.7038983845741,2.2403259927551513,1.109477104849688
24.01,2.400000095367432,3.0569607035700472,-2.356194490192345,0.023964564028698426,-2.82022917015334,9.07645379379403,1.2049622251394563,0.25,572.9335887885464,2.1462097347350015,1.074143487757756
24.1,2.400000095367432,3.0486203068083286,-2.2863813201125716,0.024737481967378006,-2.8221734162261627,9.381942380219755,1.2049622251394563,0.25,518.6955961306921,2.0636749212139316,1.225253556336955
24.2,2.0999999046325684,3.054899911233089,-2.251474735072685,0.02586547488302357,-2.8227428737830667,9.79495011642581,1.2049622251394563,0.25,559.119409868159,1.7665534569707668,1.1354683981165787
24.41,1.8999999761581419,2.9953919333062284,-2.303834612632515,0.020866219484550377,-2.8221057387377706,10.399159062653894,1.2049622251394563,0.25,558.4573124480085,1.650486137532506,0.9412201757367773
24.6,1.5,2.985837179241161,-2.2863813201125716,0.01901981977986829,-2.81963381777246,11.106833089143151,1.2049622251394563,0.25,565.3212196820169,1.291737395553374,0.762505410426042
24.7,1.5,3.0274645625028818,-2.2165681500327987,0.020573424536741748,-2.8187832438421583,11.490398991853112,1.2049622251394563,0.25,534.783767417408,1.2361242826100909,0.8497039236944173
24.81,1.399999976158142,3.0244250109926423,-2.1642082724729685,0.021830256075308002,-2.8180416848276595,11.793120969087,1.2049622251394563,0.25,563.656335005544,1.111261217402203,0.8515271222577544
25.0,1.2000000476837158,3.056115481466108,-2.2863813201125716,0.02212698268715728,-2.816062864204284,12.4646297581495,1.2049622251394563,0.25,525.218654993405,1.035561661358666,0.6063102835718686
25.2,1.2999999523162842,3.0565919686322944,-2.5656340004316642,0.01879619330878751,-2.814761860222809,13.121558774262724,1.2049622251394563,0.25,602.847631823759,1.2598661251610088,0.320526477368292
25.3,1.2999999523162842,3.0695126589181774,-2.7576202181510405,0.017246284459655956,-2.8145235398837807,13.427615750581083,1.2049622251394563,0.25,543.296229640666,1.297895828030443,0.07393440067730471
25.5,1.2000000476837158,3.0888608707446523,-2.792526803190927,0.017674391303720026,-2.8125220499752404,14.076063740998507,1.2049622251394563,0.25,559.4837419163923,1.1997601697300957,0.02399269826702232
25.6,1.100000023841858,3.0899300889847776,-2.8623399732707004,0.016266119944664117,-2.8123456706097354,14.385070431977624,1.2049622251394563,0.25,564.2567300936244,1.0986256234518001,-0.05497082814758533
25.7,1.399999976158142,3.0925417931029178,-2.722713633111154,0.014231649733465938,-2.8130343575662446,14.716106045991182,1.2049622251394563,0.25,539.4344147128722,1.394293374011107,0.12627715720399152
25.9,1.2999999523162842,3.0717567935213905,-2.775073510670984,0.012802159225882691,-2.813805957786655,15.332630742341337,1.2049622251394563,0.25,585.7179360659865,1.299024942655134,0.05033959060389237
26.0,1.399999976158142,3.0646893369113832,-2.6354471705114375,0.012486239204403702,-2.8137143209983106,15.660249341279325,1.2049622251394563,0.25,568.7717317796197,1.3778134020776458,0.2482542291644232
26.2,1.7999999523162842,3.0601141878909344,-1.8849555921538759,0.012526697391288458,-2.813327030430509,16.29779683426034,1.2049622251394563,0.25,542.3280829043979,1.0784495890789965,1.441161445554928
26.4,1.8999999761581419,3.003708007344085,-2.6878070480712677,0.012899636885876746,-2.813345558429901,16.904537785798425,1.2049622251394563,0.25,533.0515694455097,1.8850477073361862,0.2378971426216114
26.5,1.8999999761581419,2.9869839119690917,-3.263765701229396,0.010945866586192617,-2.813863185942397,17.224127400666532,1.2049622251394563,0.25,537.1504126185756,1.7109300296027743,-0.8262677188444368
26.6,2.0999999046325684,2.9639802309520107,-6.265732014659643,0.008392638907789969,-2.8150790589152144,17.521666157990808,1.2049622251394563,0.25,589.9755687336618,-2.0005015150155425,0.6387435227674053
26.8,2.0999999046325684,2.976130604086773,-0.17453292519943295,0.0063376379011728,-2.816825190454005,18.13816891983157,1.2049622251394563,0.25,578.7951312051191,-1.8436272097405044,1.005504008426241
26.9,2.0999999046325684,2.9895485601340104,-0.06981317007977318,0.008108024808177352,-2.816854927594188,18.436701405793542,1.2049622251394563,0.25,565.5327203358793,-1.9386554212611506,0.80722658347675
27.1,2.299999952316284,2.988319926684665,-0.0,0.020132252435718943,-2.817222135888386,19.053108800202722,1.2049622251394563,0.25,565.3000612995675,-2.180058491921613,0.733038029337749
27.3,2.0,2.984915513482445,-6.14355896702004,0.0201828630858607,-2.8168957179525314,19.664574254304227,1.2049622251394563,0.25,556.1934072570767,-1.9658465247749872,0.3680318478475823
27.4,2.0,2.9853809959679234,-6.14355896702004,0.018424001198570992,-2.8168804839197685,19.963333714753446,1.2049622251394563,0.25,566.3338765455956,-1.9658409179376468,0.3680617955752406
27.6,2.5,2.975346562818108,-5.811946409141117,0.02058967462581943,-2.8172894535682182,20.56733952835208,1.2049622251394563,0.25,567.6870389971156,-2.4730608963372176,-0.36601885608224904
27.71,2.700000047683716,2.9625997065768988,-5.811946409141117,0.023404558997995213,-2.817485130700723,20.871096242219267,1.2049622251394563,0.25,562.0624333141495,-2.6708284128375213,-0.39582299916992636
27.9,2.5999999046325684,2.943321802098727,-5.82939970166106,0.027073590046322007,-2.816489748372485,21.461651433259362,1.2049622251394563,0.25,581.8832660075495,-2.5785025863688715,-0.33365238824022314
28.0,2.5999999046325684,2.9451108629946203,-5.969026041820607,0.028222098787146693,-2.815823181659253,21.766380894929227,1.2049622251394563,0.25,568.2345331943543,-2.599824670641801,0.030185857808164785
28.1,2.5999999046325684,2.9576139259132592,-6.126105674500097,0.029620265226414838,-2.8164886698199334,22.06171284988534,1.2049622251394563,0.25,564.3786467134669,-2.563384335177559,0.43481059584107123
28.3,2.5,2.95977167882056,-6.056292504420323,0.02636176292869704,-2.8209876038062878,22.65473805740487,1.2049622251394563,0.25,572.7265254568921,-2.4890305497691494,0.23393785994551325
28.4,2.299999952316284,2.9757952107768197,-6.021385919380437,0.023015891957378087,-2.8233935096757308,22.951845753938017,1.2049622251394563,0.25,562.6612054129109,-2.2963428495994345,0.12965067585036955
28.5,2.299999952316284,2.963660966765728,-5.689773361501515,0.020903451681468913,-2.823493628638178,23.243944752961454,1.2049622251394563,0.25,588.8772561994992,-2.2133823631550977,-0.6252505858684687
28.7,2.200000047683716,2.9465240169472517,-5.585053606381854,0.01694383654941756,-2.82166345085605,23.833479512482995,1.2049622251394563,0.25,601.8638901972371,-2.0445257477888856,-0.8123513257431481
28.8,2.0999999046325684,2.9506743060975364,-5.654866776461628,0.014453360214615919,-2.819017629634944,24.128235448151884,1.2049622251394563,0.25,532.5847601171844,-2.0026090888235633,-0.632104767279961
29.0,2.0,2.9209111995533417,-5.619960191421741,0.018397430626160345,-2.8150677498123855,24.71839009597909,1.2049622251394563,0.25,561.9664244371816,-1.8876999352152177,-0.6607487832667287
29.2,1.6000000238418581,2.9090488804290797,-5.427973973702365,0.019988985848586462,-2.8136360757562895,25.30886708572507,1.2049622251394563,0.25,588.0169148636268,-1.3827066287804102,-0.8050605287931212
29.3,1.7000000476837158,2.9120518063168865,-5.253441048502932,0.021180481893157146,-2.8131540290171686,25.599997151643095,1.2049622251394563,0.25,593.3904778729228,-1.2988007555897556,-1.0968667920053536
29.4,1.5,2.923673734311913,-5.113814708343385,0.025297887537958263,-2.8134649064438677,25.89195882156497,1.2049622251394563,0.25,602.5074088615947,-0.9998052444164724,-1.1182081529113075
29.6,1.5,2.953853749316238,-4.852015320544236,0.029154395226526755,-2.8153867935795334,26.484537709504366,1.2049622251394563,0.25,605.1701389403752,-0.6737497268088852,-1.3401721179105888
29.8,1.399999976158142,2.9692428969728337,-4.974188368183839,0.025869818652670764,-2.81597056188035,27.080132115632352,1.2049622251394563,0.25,572.5507459051549,-0.7759031962135471,-1.1653214849767424
29.91,1.399999976158142,2.9603235967291432,-5.1487212933832724,0.025772463588594887,-2.816050991280876,27.37661610916257,1.2049622251394563,0.25,577.7358586301272,-0.96638996674522,-1.0129611865303483
30.01,1.5,2.9417254599099234,-5.270894341022875,0.026557825830468892,-2.815233296793048,27.672388661652917,1.2049622251394563,0.25,584.9838457562037,-1.1607439605304453,-0.9500912893465008
30.2,1.8999999761581419,2.9503679517229853,-5.410520681182422,0.027644321105981414,-2.813965271135874,28.26370488479739,1.2049622251394563,0.25,595.945174410641,-1.6247051462883406,-0.9850548700580704
30.3,2.0999999046325684,2.9709765641683745,-5.201081170943102,0.026084804115023088,-2.8125076899571746,28.56001149490487,1.2049622251394563,0.25,572.6652943715088,-1.5322177898554024,-1.4360738991804782
30.51,2.0999999046325684,2.9814126676319064,-4.956735075663896,0.023957815836733468,-2.8115270942041035,29.15461598709237,1.2049622251394563,0.25,597.3566870651775,-1.141015967777066,-1.7629753715621106
30.7,2.0,2.9914615806714737,-4.537856055185257,0.016081605595362286,-2.8134158542171654,29.756739247590417,1.2049622251394563,0.25,586.1071598493216,-0.30608017957864564,-1.9764399620704658
30.8,1.8999999761581419,2.98184289230703,-4.869468613064179,0.01236462288953461,-2.8144145872649733,30.055367100983915,1.2049622251394563,0.25,568.4556906222862,-0.8845479072443123,-1.6815394462190434
30.91,1.7000000476837158,2.968162606165312,-5.305800926062762,0.0137265571758509,-2.8152657811077932,30.352808583527917,1.2049622251394563,0.25,579.3990914035094,-1.3522537561833596,-1.0302475144413747
31.11,1.6000000238418581,2.9402379453219125,-5.201081170943102,0.02078535612149605,-2.8162067037983807,30.9475523121655,1.2049622251394563,0.25,570.5079138626897,-1.1633488414505866,-1.0984623568377412
31.21,1.6000000238418581,2.933868082494485,-5.218534463463046,0.022056118588948955,-2.8157440298538945,31.251080144196862,1.2049622251394563,0.25,581.4607777835117,-1.1828411014536355,-1.0774446644751168
31.41,1.6000000238418581,2.924209958553688,-4.991641660703783,0.02089656936060238,-2.814573406654411,31.835669148713407,1.2049622251394563,0.25,573.6028523820933,-0.9116924595698865,-1.314844833224574
31.6,1.7999999523162842,2.938378561244811,-4.171336912266447,0.01836297912317129,-2.814148698874983,32.4403120167554,1.2049622251394563,0.25,565.7540307918133,0.38157727700115074,-1.7590902790974126
31.7,1.7999999523162842,2.922007285255368,-3.857177646907468,0.014820529963954792,-2.8137761927957685,32.74135266616952,1.2049622251394563,0.25,553.8605925185184,0.9059110068575403,-1.5554179746913632
31.8,1.2000000476837158,2.9079355869166084,-3.7873644768276953,0.014078499629256646,-2.813940435368889,33.03287946060311,1.2049622251394563,0.25,592.2596966381753,0.6749661628189982,-0.9921798191307449
32.0,1.2000000476837158,2.9216398596250426,-4.4156830075456535,0.017153019238881517,-2.814784524744914,33.62593518570071,1.2049622251394563,0.25,586.5253453811056,-0.03611713353703572,-1.1994564048376197
32.2,1.2999999523162842,2.9615540328623187,-4.50294947014537,0.02047354168226698,-2.81534206390073,34.21706448867923,1.2049622251394563,0.25,580.441149670456,-0.15150929537849203,-1.2911408944945761
32.3,1.2999999523162842,2.9751023275698008,-4.60766922526503,0.022447361617502694,-2.815239039802757,34.51406537368905,1.2049622251394563,0.25,582.4456786795382,-0.28577094199308883,-1.2682014212004038
32.42,1.2999999523162842,2.9748278229423337,-4.241150082346221,0.021743053157638314,-2.8143264520914286,34.811730016023034,1.2049622251394563,0.25,577.876327092563,0.18651857320299248,-1.2865499204743909
32.6,1.2000000476837158,2.940027691927296,-4.363323129985824,0.013729004410104962,-2.8137430138851487,35.404556859284696,1.2049622251394563,0.25,584.1665871664882,0.025457543887259827,-1.199729981245842
32.71,1.5,2.921215780928174,-4.380776422505767,0.013445412663270774,-2.814036361172637,35.69792615249759,1.2049622251394563,0.25,607.330236545291,0.006084381507935615,-1.4999876600497972
32.91,1.5,2.9034485221780666,-4.991641660703783,0.016512258463904077,-2.8150845398634328,36.280064214021024,1.2049622251394563,0.25,599.202221553689,-0.854081499442341,-1.2331037232570188
33.11,1.5,2.9263827500233437,-5.1487212933832724,0.02212058421183409,-2.8162285837809717,36.8721853382886,1.2049622251394563,0.25,636.1103106339942,-1.0352250789122963,-1.0854994408064105
33.2,1.2999999523162842,2.947361287252332,-4.939281783143953,0.023568869448755615,-2.8167415655659,37.168961156159696,1.2049622251394563,0.25,605.7833130358484,-0.6814250609669487,-1.1070951911685514
33.3,1.2999999523162842,2.9743168771358954,-4.869468613064179,0.021614225271274,-2.8162773306989104,37.465172398835534,1.2049622251394563,0.25,572.9903866558743,-0.6030727892636212,-1.1516523289917566
33.5,1.2999999523162842,2.9710765109777,-4.328416544945937,0.014457032159191469,-2.8127120025492127,38.05912839248782,1.2049622251394563,0.25,582.6909894238997,0.07158309390038901,-1.298027633253618
33.7,1.2999999523162842,2.974687083004295,-4.014257279586958,0.013493873021510044,-2.8082762302984965,38.653072942048425,1.2049622251394563,0.25,601.8120176665434,0.46380973812024345,-1.214446541782376
33.8,1.6000000238418581,2.987954691957085,-3.9793506945470716,0.016270494330060913,-2.8083348848160914,38.951248753815946,1.2049622251394563,0.25,587.9199956547527,0.6227458904945484,-1.473834329959137
33.9,1.7000000476837158,2.9897879758173453,-4.014257279586958,0.01650971696956753,-2.8093274998177846,39.250240910798425,1.2049622251394563,0.25,586.2647594973824,0.6081896753521489,-1.5874840096579506
34.1,1.7000000476837158,2.986990756348955,-3.839724354387525,0.01477007892911357,-2.813296998063081,39.84946500137454,1.2049622251394563,0.25,585.510700601415,0.8803932651723154,-1.4542722787579585
34.2,1.6000000238418581,2.9717676057042994,-3.717551306747922,0.01766860491264023,-2.8143060612235105,40.143883336335534,1.2049622251394563,0.25,572.4492641752657,0.9905033928531554,-1.2565441118561393
34.4,1.6000000238418581,2.95030418378398,-3.595378259108319,0.02184313686810085,-2.81495577096082,40.73562299087655,1.2049622251394563,0.25,565.6086742061161,1.136986172709503,-1.1257275511247573
